YEAR,DATE,SITE,GROUP,TREATMENT,ID,FLUX PLOT ID,VEGETATION TYPE,PLOT SIZE,SPECIES,FUNCTIONAL TYPE,TISSUE,LEAF AREA ,DRY BIOMASS kg ,DRY BIOMASS g,SLA ,%C,%N,CARBON,NITROGEN ,C:N RATIO,C/LA ,C/LM,N/LA ,N/LM ,comments,,
2006,10-Jul-06,Zackenberg,Goose lake Dryas,control,1-,n/a,Dryas heath,26cm circle,DRY SPP,E,ALL,0.0044,0.00041,0.412,10.604,,,,,,,,,
2006,10-Jul-06,Zackenberg,Goose lake Dryas,control,1-,n/a,Dryas heath,26cm circle,GRASS,G,ALL,0.0094,0.00104,1.037,9.065,,,,,,,,,
2006,10-Jul-06,Zackenberg,Goose lake Dryas,control,1-,n/a,Dryas heath,26cm circle,POL VIP,F,ALL,0.0144,0.00105,1.051,13.669,,,,,,,,,
2006,10-Jul-06,Zackenberg,Goose lake Dryas,control,1-,n/a,Dryas heath,26cm circle,SAL ARC,D,ALL,0.0098,0.00066,0.664,14.768,,,,,,,,,
2006,10-Jul-06,Zackenberg,Goose lake Dryas,control,2-,n/a,Dryas heath,26cm circle,DRY SPP,E,ALL,0.0045,0.00070,0.702,6.377,,,,,,,,,
2006,10-Jul-06,Zackenberg,Goose lake Dryas,control,2-,n/a,Dryas heath,26cm circle,GRAMINOID (CAR),GRM,ALL,0.0134,0.00154,1.538,8.698,,,,,,,,,
2006,11-Jul-06,Zackenberg,Runway,control,bar1,n/a,Abrasion plateau,26cm circle,,,ALL,0.0000,0.00000,0.000,,,,,,,,,,
2006,11-Jul-06,Zackenberg,Runway,control,bar2,n/a,Abrasion plateau,26cm circle,,,ALL,0.0000,0.00000,0.000,,,,,,,,,,
2006,11-Jul-06,Zackenberg,Runway,control,bar3,n/a,Abrasion plateau,26cm circle,,,ALL,0.0000,0.00000,0.000,,,,,,,,,,
2006,11-Jul-06,Zackenberg,Runway,control,bar4,n/a,Abrasion plateau,26cm circle,,,ALL,0.0000,0.00000,0.000,,,,,,,,,,
2006,20-Jul-06,Zackenberg,Goose lake ,control,G1,n/a,Cassiope heath,26cm circle,CAS TET,E,ALL,0.0113,0.00394,3.940,2.878,,,,,,,,,
2006,20-Jul-06,Zackenberg,Goose lake ,control,G1,n/a,Cassiope heath,26cm circle,SAL ARC,D,ALL,0.0079,0.00065,0.650,12.229,,,,,,,,,
2006,20-Jul-06,Zackenberg,Goose lake ,control,G2,n/a,Vaccinium heath,26cm circle,CAS TET,E,ALL,0.0012,0.00033,0.326,3.798,,,,,,,,,
2006,20-Jul-06,Zackenberg,Goose lake ,control,G2,n/a,Vaccinium heath,26cm circle,GRASS,G,ALL,0.0003,0.00005,0.047,7.312,,,,,,,,,
2006,20-Jul-06,Zackenberg,Goose lake ,control,G2,n/a,Vaccinium heath,26cm circle,SAL ARC,D,ALL,0.0010,0.00010,0.099,10.041,,,,,,,,,
2006,20-Jul-06,Zackenberg,Goose lake ,control,G2,n/a,Vaccinium heath,26cm circle,VAC ULI,D,ALL,0.0392,0.00240,2.403,16.329,,,,,,,,,
2006,20-Jul-06,Zackenberg,Goose lake ,control,G3,n/a,Cassiope heath,26cm circle,CAS TET,E,ALL,0.0091,0.00376,3.763,2.412,,,,,,,,,
2006,20-Jul-06,Zackenberg,Goose lake ,control,G3,n/a,Cassiope heath,26cm circle,GRASS,G,ALL,0.0001,0.00001,0.009,8.495,,,,,,,,,
2006,20-Jul-06,Zackenberg,Goose lake ,control,G3,n/a,Cassiope heath,26cm circle,VAC ULI,D,ALL,0.0007,0.00004,0.042,16.128,,,,,,,,,
2006,20-Jul-06,Zackenberg,Goose lake ,control,G4,n/a,Vaccinium heath,26cm circle,CAS TET,E,ALL,0.0018,0.00062,0.624,2.830,,,,,,,,,
2006,20-Jul-06,Zackenberg,Goose lake ,control,G4,n/a,Vaccinium heath,26cm circle,CER SPP,F,ALL,0.0005,0.00004,0.036,13.694,,,,,,,,,
2006,20-Jul-06,Zackenberg,Goose lake ,control,G4,n/a,Vaccinium heath,26cm circle,DRY SPP,E,ALL,0.0004,0.00004,0.042,8.429,,,,,,,,,
2006,20-Jul-06,Zackenberg,Goose lake ,control,G4,n/a,Vaccinium heath,26cm circle,GRASS,G,ALL,0.0005,0.00008,0.079,5.696,,,,,,,,,
2006,20-Jul-06,Zackenberg,Goose lake ,control,G4,n/a,Vaccinium heath,26cm circle,VAC ULI,D,ALL,0.0129,0.00077,0.768,16.830,,,,,,,,,
2006,24-Jul-06,Zackenberg,Goose lake fen,control,GLF10,n/a,Fen,26cm circle,GRAMINOID,GRM,ALL,0.0157,0.00182,1.819,8.617,,,,,,,,,
2006,24-Jul-06,Zackenberg,Goose lake fen,control,GLF10,n/a,Fen,26cm circle,POL VIP,F,ALL,0.0023,0.00013,0.125,18.064,,,,,,,,,
2006,24-Jul-06,Zackenberg,Goose lake fen,control,GLF10,n/a,Fen,26cm circle,SAL ARC,D,ALL,0.0230,0.00151,1.509,15.233,,,,,,,,,
2006,24-Jul-06,Zackenberg,Goose lake fen,control,GLF11,n/a,Fen,26cm circle,GRAMINOID,GRM,ALL,0.0155,0.00148,1.483,10.425,,,,,,,,,
2006,24-Jul-06,Zackenberg,Goose lake fen,control,GLF11,n/a,Fen,26cm circle,POL VIP,F,ALL,0.0029,0.00020,0.203,14.320,,,,,,,,,
2006,24-Jul-06,Zackenberg,Goose lake fen,control,GLF11,n/a,Fen,26cm circle,SAL ARC,D,ALL,0.0216,0.00153,1.534,14.085,,,,,,,,,
2006,19-Jul-06,Zackenberg,Grassland,control,GR2,n/a,Grassland,26cm circle,EQU SPP,P,ALL,0.0004,0.00004,0.038,11.816,,,,,,,,,
2006,19-Jul-06,Zackenberg,Grassland,control,GR2,n/a,Grassland,26cm circle,PED SPP,F,ALL,0.0003,0.00001,0.013,19.685,,,,,,,,,
2006,19-Jul-06,Zackenberg,Grassland,control,GR2,n/a,Grassland,26cm circle,POL VIP,F,ALL,0.0024,0.00017,0.170,14.400,,,,,,,,,
2006,19-Jul-06,Zackenberg,Grassland,control,GR2,n/a,Grassland,26cm circle,SAL ARC,D,ALL,0.0280,0.00170,1.699,16.481,,,,,,,,,
2006,19-Jul-06,Zackenberg,Grassland,control,GR2,n/a,Grassland,26cm circle,SEDGE,S,ALL,0.0045,0.00039,0.390,11.528,,,,,,,,,
2006,19-Jul-06,Zackenberg,Grassland,control,GR3,n/a,Grassland,26cm circle,EQU SPP,P,ALL,0.0001,0.00001,0.012,12.114,,,,,,,,,
2006,19-Jul-06,Zackenberg,Grassland,control,GR3,n/a,Grassland,26cm circle,GRAMINOID,GRM,ALL,0.0046,0.00045,0.452,10.265,,,,,,,,,
2006,19-Jul-06,Zackenberg,Grassland,control,GR3,n/a,Grassland,26cm circle,POL VIP,F,ALL,0.0001,0.00000,0.004,18.750,,,,,,,,,
2006,19-Jul-06,Zackenberg,Grassland,control,GR3,n/a,Grassland,26cm circle,SAL ARC,D,ALL,0.0188,0.00111,1.113,16.882,,,,,,,,,
2006,19-Jul-06,Zackenberg,Grassland,control,GR4,n/a,Grassland,26cm circle,GRAMINOID,GRM,ALL,0.0244,0.00221,2.213,11.028,,,,,,,,,
2006,11-Jul-06,Zackenberg,Runway,control,hd1,n/a,Abrasion plateau,26cm circle,DRY SPP,E,ALL,0.0236,0.00392,3.922,6.013,,,,,,,,,
2006,11-Jul-06,Zackenberg,Runway,control,hd2,n/a,Abrasion plateau,26cm circle,DRY SPP,E,ALL,0.0228,0.00418,4.183,5.460,,,,,,,,,
2006,11-Jul-06,Zackenberg,Runway,control,hd2,n/a,Abrasion plateau,26cm circle,GRASS,G,ALL,0.0000,0.00004,0.040,0.000,,,,,,,,,
2006,11-Jul-06,Zackenberg,Runway,control,hs1,n/a,Abrasion plateau,26cm circle,DRY SPP,E,ALL,0.0002,0.00003,0.033,7.212,,,,,,,,,
2006,11-Jul-06,Zackenberg,Runway,control,hs1,n/a,Abrasion plateau,26cm circle,SAL ARC,D,ALL,0.0449,0.00399,3.990,11.249,,,,,,,,,
2006,11-Jul-06,Zackenberg,Runway,control,hs2,n/a,Abrasion plateau,26cm circle,SAL ARC,D,ALL,0.0221,0.00301,3.012,7.352,,,,,,,,,
2006,11-Jul-06,Zackenberg,Runway,control,hs3,n/a,Abrasion plateau,26cm circle,GRAMINOID,GRM,ALL,0.0000,0.00067,0.665,0.039,,,,,,,,,
2006,11-Jul-06,Zackenberg,Runway,control,hs3,n/a,Abrasion plateau,26cm circle,SAL ARC,D,ALL,0.0235,0.00207,2.072,11.347,,,,,,,,,
2006,24-Jul-06,Zackenberg,Moeras,control,M1,n/a,Fen,26cm circle,EQU SPP,P,ALL,0.0010,0.00010,0.104,9.750,,,,,,,,,
2006,24-Jul-06,Zackenberg,Moeras,control,M1,n/a,Fen,26cm circle,GRAMINOID,GRM,ALL,0.0215,0.00179,1.788,12.043,,,,,,,,,
2006,24-Jul-06,Zackenberg,Moeras,control,M1,n/a,Fen,26cm circle,POL VIP,F,ALL,0.0004,0.00003,0.028,14.571,,,,,,,,,
2006,24-Jul-06,Zackenberg,Moeras,control,M1,n/a,Fen,26cm circle,SAL ARC,D,ALL,0.0003,0.00001,0.010,34.500,,,,,,,,,
2006,24-Jul-06,Zackenberg,Moeras,control,M2,n/a,Fen,26cm circle,EQU SPP,P,ALL,0.0010,0.00010,0.100,10.191,,,,,,,,,
2006,24-Jul-06,Zackenberg,Moeras,control,M2,n/a,Fen,26cm circle,GRAMINOID,GRM,ALL,0.0306,0.00258,2.583,11.862,,,,,,,,,
2006,24-Jul-06,Zackenberg,Moeras,control,M2,n/a,Fen,26cm circle,POL VIP,F,ALL,0.0001,0.00001,0.012,8.475,,,,,,,,,
2006,17-Jul-06,Zackenberg,Salix snow bed,control,SS1,n/a,Salix snow bed,26cm circle,ARC ALP,G,ALL,0.0033,0.00033,0.334,9.844,,,,,,,,,
2006,17-Jul-06,Zackenberg,Salix snow bed,control,SS1,n/a,Salix snow bed,26cm circle,GRAMINOID,GRM,ALL,0.0003,0.00002,0.022,14.480,,,,,,,,,
2006,17-Jul-06,Zackenberg,Salix snow bed,control,SS1,n/a,Salix snow bed,26cm circle,POL VIP,F,ALL,0.0004,0.00002,0.023,16.696,,,,,,,,,
2006,17-Jul-06,Zackenberg,Salix snow bed,control,SS1,n/a,Salix snow bed,26cm circle,POT SPP,F,ALL,0.0000,0.00000,0.002,24.000,,,,,,,,,
2006,17-Jul-06,Zackenberg,Salix snow bed,control,SS1,n/a,Salix snow bed,26cm circle,SAL ARC,D,ALL,0.0429,0.00249,2.488,17.251,,,,,,,,,
2006,17-Jul-06,Zackenberg,Salix snow bed,control,SS1,n/a,Salix snow bed,26cm circle,STE SPP,F,ALL,0.0012,0.00067,0.672,1.789,,,,,,,,,
2006,17-Jul-06,Zackenberg,Salix snow bed,control,SS2,n/a,Salix snow bed,26cm circle,ARC ALP,G,ALL,0.0015,0.00033,0.328,4.601,,,,,,,,,
2006,17-Jul-06,Zackenberg,Salix snow bed,control,SS2,n/a,Salix snow bed,26cm circle,GRAMINOID,GRM,ALL,0.0002,0.00001,0.008,19.625,,,,,,,,,
2006,17-Jul-06,Zackenberg,Salix snow bed,control,SS2,n/a,Salix snow bed,26cm circle,POL VIP,F,ALL,0.0002,0.00001,0.011,15.818,,,,,,,,,
2006,17-Jul-06,Zackenberg,Salix snow bed,control,SS2,n/a,Salix snow bed,26cm circle,POT SPP,F,ALL,0.0002,0.00001,0.008,21.750,,,,,,,,,
2006,17-Jul-06,Zackenberg,Salix snow bed,control,SS2,n/a,Salix snow bed,26cm circle,SAL ARC,D,ALL,0.0118,0.00116,1.162,10.142,,,,,,,,,
2006,17-Jul-06,Zackenberg,Salix snow bed,control,SS2,n/a,Salix snow bed,26cm circle,STE SPP,F,ALL,0.0005,0.00002,0.016,28.625,,,,,,,,,
2006,18-Jul-06,Zackenberg,Salix snow bed,control,SS3,n/a,Salix snow bed,26cm circle,GRAMINOID,GRM,ALL,0.0001,0.00000,0.003,22.143,,,,,,,,,
2006,18-Jul-06,Zackenberg,Salix snow bed,control,SS3,n/a,Salix snow bed,26cm circle,GRASS,G,ALL,0.0010,0.00007,0.069,14.014,,,,,,,,,
2006,18-Jul-06,Zackenberg,Salix snow bed,control,SS3,n/a,Salix snow bed,26cm circle,POL VIP,F,ALL,0.0001,0.00001,0.007,14.000,,,,,,,,,
2006,18-Jul-06,Zackenberg,Salix snow bed,control,SS3,n/a,Salix snow bed,26cm circle,SAL ARC,D,ALL,0.0017,0.00010,0.103,16.563,,,,,,,,,
2006,18-Jul-06,Zackenberg,Salix snow bed,control,SS4,n/a,Salix snow bed,26cm circle,GRAMINOID,GRM,ALL,0.0007,0.00005,0.051,12.882,,,,,,,,,
2006,18-Jul-06,Zackenberg,Salix snow bed,control,SS4,n/a,Salix snow bed,26cm circle,PED SPP,F,ALL,0.0005,0.00000,,,,,,,,,,,
2006,18-Jul-06,Zackenberg,Salix snow bed,control,SS4,n/a,Salix snow bed,26cm circle,PED SPP,F,ALL,0.0005,0.00003,0.030,15.831,,,,,,,,,
2006,18-Jul-06,Zackenberg,Salix snow bed,control,SS4,n/a,Salix snow bed,26cm circle,POL VIP,F,ALL,0.0000,0.00001,0.009,2.556,,,,,,,,,
2006,18-Jul-06,Zackenberg,Salix snow bed,control,SS4,n/a,Salix snow bed,26cm circle,SAL ARC,D,ALL,0.0031,0.00023,0.231,13.221,,,,,,,,,
2006,18-Jul-06,Zackenberg,Salix snow bed,control,SS4,n/a,Salix snow bed,26cm circle,STE SPP,F,ALL,0.0001,0.00012,0.118,1.263,,,,,,,,,
2006,21-Jul-06,Zackenberg,With despair,control,WD1,n/a,Abrasion plateau,26cm circle,CAS TET,E,ALL,0.0080,0.00379,3.785,2.124,,,,,,,,,
2006,21-Jul-06,Zackenberg,With despair,control,WD1,n/a,Abrasion plateau,26cm circle,DRY SPP,E,ALL,0.0020,0.00030,0.302,6.609,,,,,,,,,
2006,21-Jul-06,Zackenberg,With despair,control,WD1,n/a,Abrasion plateau,26cm circle,GRAMINOID,GRM,ALL,0.0005,0.00006,0.057,8.118,,,,,,,,,
2006,21-Jul-06,Zackenberg,With despair,control,WD1,n/a,Abrasion plateau,26cm circle,SAL ARC,D,ALL,0.0001,0.00000,0.004,18.000,,,,,,,,,
2006,21-Jul-06,Zackenberg,With despair,control,WD2,n/a,Abrasion plateau,26cm circle,CAS TET,E,ALL,0.0079,0.00391,3.906,2.020,,,,,,,,,
2006,21-Jul-06,Zackenberg,With despair,control,WD2,n/a,Abrasion plateau,26cm circle,DRY SPP,E,ALL,0.0017,0.00031,0.310,5.381,,,,,,,,,
2006,21-Jul-06,Zackenberg,With despair,control,WD2,n/a,Abrasion plateau,26cm circle,GRAMINOID,GRM,ALL,0.0001,0.00001,0.012,8.750,,,,,,,,,
2006,21-Jul-06,Zackenberg,With despair,control,WD2,n/a,Abrasion plateau,26cm circle,SAL ARC,D,ALL,0.0100,0.00086,0.858,11.704,,,,,,,,,
2006,21-Jul-06,Zackenberg,With despair,control,WD3,n/a,Abrasion plateau,26cm circle,CAS TET,E,ALL,0.0023,0.00084,0.842,2.781,,,,,,,,,
2006,21-Jul-06,Zackenberg,With despair,control,WD3,n/a,Abrasion plateau,26cm circle,DRY SPP,E,ALL,0.0001,0.00001,0.007,14.714,,,,,,,,,
2006,21-Jul-06,Zackenberg,With despair,control,WD3,n/a,Abrasion plateau,26cm circle,GRAMINOID,GRM,ALL,0.0003,0.00003,0.034,8.971,,,,,,,,,
2006,21-Jul-06,Zackenberg,With despair,control,WD3,n/a,Abrasion plateau,26cm circle,SAL ARC,D,ALL,0.0143,0.00111,1.105,12.907,,,,,,,,,
2006,21-Jul-06,Zackenberg,With despair,control,WD4,n/a,Abrasion plateau,26cm circle,DRY SPP,E,ALL,0.0076,0.00100,0.998,7.579,,,,,,,,,
2006,21-Jul-06,Zackenberg,With despair,control,WD4,n/a,Abrasion plateau,26cm circle,GRAMINOID,GRM,ALL,0.0052,0.00064,0.643,8.110,,,,,,,,,
2006,21-Jul-06,Zackenberg,With despair,control,WD4,n/a,Abrasion plateau,26cm circle,SAL ARC,D,ALL,0.0093,0.00081,0.807,11.580,,,,,,,,,
2006,30-Jul-06,Zackenberg,Grassland,control,B14,B14,Grassland,30cm x 30cm,POL VIP,F,ALL,0.0031,0.00025,0.251,12.301,,,,,,,,,
2006,30-Jul-06,Zackenberg,Grassland,control,B14,B14,Grassland,30cm x 30cm,SAL ARC,D,ALL,0.0136,0.00103,1.034,13.171,,,,,,,,,
2006,30-Jul-06,Zackenberg,Grassland,control,B14,B14,Grassland,30cm x 30cm,SEDGE,S,ALL,0.0528,0.00505,5.045,10.460,,,,,,,,,
2006,31-Jul-06,Zackenberg,Grassland,control,B15,B15,Grassland,30cm x 30cm,GRASS,G,ALL,0.0174,0.00195,1.951,8.934,,,,,,,,,
2006,31-Jul-06,Zackenberg,Grassland,control,B15,B15,Grassland,30cm x 30cm,POL VIP,F,ALL,0.0120,0.00069,0.694,17.227,,,,,,,,,
2006,31-Jul-06,Zackenberg,Grassland,control,B15,B15,Grassland,30cm x 30cm,SAL ARC,D,ALL,0.0149,0.00102,1.023,14.558,,,,,,,,,
2006,31-Jul-06,Zackenberg,Grassland,control,B15,B15,Grassland,30cm x 30cm,VAC ULI,D,ALL,0.0161,0.00097,0.969,16.611,,,,,,,,,
2006,31-Jul-06,Zackenberg,Salix snow bed,control,B16,B16,Salix snow bed,30cm x 30cm,GRASS,G,ALL,0.0020,0.00027,0.266,7.660,,,,,,,,,
2006,31-Jul-06,Zackenberg,Salix snow bed,control,B16,B16,Salix snow bed,30cm x 30cm,POL VIP,F,ALL,0.0046,0.00028,0.279,16.566,,,,,,,,,
2006,31-Jul-06,Zackenberg,Salix snow bed,control,B16,B16,Salix snow bed,30cm x 30cm,SAL ARC,D,ALL,0.0874,0.00501,5.012,17.429,,,,,,,,,
2006,31-Jul-06,Zackenberg,Salix snow bed,control,B17,B17,Salix snow bed,30cm x 30cm,GRASS,G,ALL,0.0064,0.00072,0.722,8.833,,,,,,,,,
2006,31-Jul-06,Zackenberg,Salix snow bed,control,B17,B17,Salix snow bed,30cm x 30cm,SAL ARC,D,ALL,0.0818,0.00491,4.914,16.655,,,,,,,,,
2006,31-Jul-06,Zackenberg,Salix snow bed,control,B18,B18,Salix snow bed,30cm x 30cm,GRAMINOID,GRM,ALL,0.0003,0.00004,0.041,8.448,,,,,,,,,
2006,31-Jul-06,Zackenberg,Salix snow bed,control,B18,B18,Salix snow bed,30cm x 30cm,POL VIP,F,ALL,0.0014,0.00011,0.114,12.152,,,,,,,,,
2006,31-Jul-06,Zackenberg,Salix snow bed,control,B18,B18,Salix snow bed,30cm x 30cm,SAL ARC,D,ALL,0.0205,0.00140,1.397,14.681,,,,,,,,,
2006,31-Jul-06,Zackenberg,Salix snow bed,control,B18,B18,Salix snow bed,30cm x 30cm,STE SPP,F,ALL,0.0002,0.00002,0.020,10.205,,,,,,,,,
2006,31-Jul-06,Zackenberg,Salix snow bed,control,B19,B19,Salix snow bed,30cm x 30cm,CAS TET,E,ALL,0.0075,0.00356,3.562,2.113,,,,,,,,,
2006,31-Jul-06,Zackenberg,Salix snow bed,control,B19,B19,Salix snow bed,30cm x 30cm,GRASS,G,ALL,0.0005,0.00050,0.500,1.073,,,,,,,,,
2006,31-Jul-06,Zackenberg,Salix snow bed,control,B19,B19,Salix snow bed,30cm x 30cm,POL VIP,F,ALL,0.0004,0.00047,0.474,0.865,,,,,,,,,
2006,31-Jul-06,Zackenberg,Salix snow bed,control,B19,B19,Salix snow bed,30cm x 30cm,SAL ARC,D,ALL,0.0214,0.00360,3.599,5.958,,,,,,,,,
2006,31-Jul-06,Zackenberg,Salix snow bed,control,B19,B19,Salix snow bed,30cm x 30cm,STE SPP,F,ALL,0.0011,0.00053,0.525,2.085,,,,,,,,,
2006,31-Jul-06,Zackenberg,Water track,control,B20,B20,Grassland,30cm x 30cm,ARC ALP,G,ALL,0.0414,0.00420,4.203,9.847,,,,,,,,,
2006,31-Jul-06,Zackenberg,Water track,control,B20,B20,Grassland,30cm x 30cm,POL VIP,F,ALL,0.0003,0.00002,0.022,12.963,,,,,,,,,
2006,31-Jul-06,Zackenberg,Water track,control,B20,B20,Grassland,30cm x 30cm,SAL ARC,D,ALL,0.0159,0.00091,0.905,17.608,,,,,,,,,
2006,31-Jul-06,Zackenberg,Grassland,control,B21,B21,Grassland,30cm x 30cm,GRASS,G,ALL,0.0054,0.00089,0.885,6.082,,,,,,,,,
2006,31-Jul-06,Zackenberg,Grassland,control,B21,B21,Grassland,30cm x 30cm,POL VIP,F,ALL,0.0033,0.00024,0.236,13.851,,,,,,,,,
2006,31-Jul-06,Zackenberg,Grassland,control,B21,B21,Grassland,30cm x 30cm,SAL ARC,D,ALL,0.0093,0.00074,0.740,12.574,,,,,,,,,
2006,31-Jul-06,Zackenberg,Cassiope heath,control,B22,B22,Cassiope heath,30cm x 30cm,CAS TET,E,ALL,0.0187,0.00739,7.390,2.531,,,,,,,,,
2006,31-Jul-06,Zackenberg,Cassiope heath,control,B22,B22,Cassiope heath,30cm x 30cm,GRAMINOID,GRM,ALL,0.0006,0.00008,0.076,7.842,,,,,,,,,
2006,31-Jul-06,Zackenberg,Cassiope heath,control,B22,B22,Cassiope heath,30cm x 30cm,SAL ARC,D,ALL,0.0079,0.00054,0.544,14.425,,,,,,,,,
2006,31-Jul-06,Zackenberg,Cassiope heath,control,B23,B23,Cassiope heath,30cm x 30cm,CAS TET,E,ALL,0.0177,0.00825,8.253,2.147,,,,,,,,,
2006,31-Jul-06,Zackenberg,Cassiope heath,control,B23,B23,Cassiope heath,30cm x 30cm,DRY SPP,E,ALL,0.0019,0.00021,0.205,9.240,,,,,,,,,
2006,31-Jul-06,Zackenberg,Cassiope heath,control,B23,B23,Cassiope heath,30cm x 30cm,GRAMINOID,GRM,ALL,0.0003,0.00003,0.030,9.033,,,,,,,,,
2006,31-Jul-06,Zackenberg,Cassiope heath,control,B23,B23,Cassiope heath,30cm x 30cm,SAL ARC,D,ALL,0.0039,0.00029,0.287,13.648,,,,,,,,,
2006,31-Jul-06,Zackenberg,Cassiope heath,control,B23,B23,Cassiope heath,30cm x 30cm,STE SPP,F,ALL,0.0004,0.00003,0.025,14.000,,,,,,,,,
2006,1-Aug-06,Zackenberg,Abrasion plateau,control,B24,B24,Abrasion plateau,30cm x 30cm,CAS TET,E,ALL,0.0001,0.00003,0.026,3.098,,,,,,,,,
2006,1-Aug-06,Zackenberg,Abrasion plateau,control,B24,B24,Abrasion plateau,30cm x 30cm,GRAMINOID,GRM,ALL,0.0001,0.00002,0.015,5.779,,,,,,,,,
2006,1-Aug-06,Zackenberg,Abrasion plateau,control,B24,B24,Abrasion plateau,30cm x 30cm,VAC ULI,D,ALL,0.0607,0.00496,4.956,12.248,,,,,,,,,
2006,1-Aug-06,Zackenberg,Abrasion plateau,control,B25,B25,Abrasion plateau,30cm x 30cm,DRY SPP,E,ALL,0.0008,0.00012,0.120,6.329,,,,,,,,,
2006,1-Aug-06,Zackenberg,Abrasion plateau,control,B25,B25,Abrasion plateau,30cm x 30cm,VAC ULI,D,ALL,0.0000,0.00226,2.256,0.000,,,,,,,,,
2006,14-Jul-06,Zackenberg,Cassiope heath,control,CH1-b1,CH1-b1,Cassiope heath,30cm x 30cm,CAS TET,E,ALL,0.0126,0.00537,5.365,2.351,,,,,,,,,
2006,14-Jul-06,Zackenberg,Cassiope heath,control,CH1-b1,CH1-b1,Cassiope heath,30cm x 30cm,DRY SPP,E,ALL,0.0001,0.00001,0.007,11.970,,,,,,,,,
2006,14-Jul-06,Zackenberg,Cassiope heath,control,CH1-b1,CH1-b1,Cassiope heath,30cm x 30cm,GRAMINOID,GRM,ALL,0.0001,0.00000,0.002,28.000,,,,,,,,,
2006,14-Jul-06,Zackenberg,Cassiope heath,control,CH1-b1,CH1-b1,Cassiope heath,30cm x 30cm,SAL ARC,D,ALL,0.0019,0.00011,0.110,17.345,,,,,,,,,
2006,11-Jul-06,Zackenberg,Cassiope heath,control,CH2-b1,CH2-b1,Cassiope heath,30cm x 30cm,CAS TET,E,ALL,0.0047,0.00192,1.915,2.456,,,,,,,,,
2006,11-Jul-06,Zackenberg,Cassiope heath,control,CH2-b1,CH2-b1,Cassiope heath,30cm x 30cm,GRAMINOID,GRM,ALL,0.0005,0.00066,0.658,0.745,,,,,,,,,
2006,11-Jul-06,Zackenberg,Cassiope heath,control,CH2-b1,CH2-b1,Cassiope heath,30cm x 30cm,POL VIP,F,ALL,0.0001,0.00001,0.008,12.125,,,,,,,,,
2006,11-Jul-06,Zackenberg,Cassiope heath,control,CH2-b1,CH2-b1,Cassiope heath,30cm x 30cm,SAL ARC,D,ALL,0.0011,0.00006,0.061,17.689,,,,,,,,,
2006,11-Jul-06,Zackenberg,Cassiope heath,control,CH2-b1,CH2-b1,Cassiope heath,30cm x 30cm,VAC ULI,D,ALL,0.0098,0.00050,0.500,19.554,,,,,,,,,
2006,14-Jul-06,Zackenberg,Cassiope heath,control,CH3-b1,CH3-b1,Cassiope heath,30cm x 30cm,GRASS,G,ALL,0.0002,0.00001,0.013,16.615,,,,,,,,,
2006,14-Jul-06,Zackenberg,Cassiope heath,control,CH3-b1,CH3-b1,Cassiope heath,30cm x 30cm,POL VIP,F,ALL,0.0002,0.00000,0.002,100.000,,,,,,,,,
2006,8-Jul-06,Zackenberg,Goose lake Cassiope,control,GLC1-b1,GLC1-b1,Cassiope heath,30cm x 30cm,CAS TET,E,ALL,0.0128,0.00477,4.768,2.689,,,,,,,,,
2006,8-Jul-06,Zackenberg,Goose lake Cassiope,control,GLC1-b1,GLC1-b1,Cassiope heath,30cm x 30cm,DRY SPP,E,ALL,0.0003,0.00003,0.030,11.000,,,,,,,,,
2006,8-Jul-06,Zackenberg,Goose lake Cassiope,control,GLC1-b1,GLC1-b1,Cassiope heath,30cm x 30cm,EQU ARV,P,ALL,0.0000,0.00001,0.006,5.333,,,,,,,,,
2006,8-Jul-06,Zackenberg,Goose lake Cassiope,control,GLC1-b1,GLC1-b1,Cassiope heath,30cm x 30cm,GRASS,G,ALL,0.0001,0.00001,0.012,8.167,,,,,,,,,
2006,8-Jul-06,Zackenberg,Goose lake Cassiope,control,GLC1-b1,GLC1-b1,Cassiope heath,30cm x 30cm,SAL ARC,D,ALL,0.0035,0.00028,0.280,12.671,,,,,,,,,
2006,8-Jul-06,Zackenberg,Goose lake Cassiope,control,GLC1-b1,GLC1-b1,Cassiope heath,30cm x 30cm,VAC ULI,D,ALL,0.0182,0.00106,1.058,17.185,,,,,,,,,
2006,8-Jul-06,Zackenberg,Goose lake Cassiope,control,GLC1-b2,GLC1-b2,Cassiope heath,30cm x 30cm,CAS TET,E,ALL,0.0489,0.00702,7.024,6.957,,,,,,,,,
2006,8-Jul-06,Zackenberg,Goose lake Cassiope,control,GLC1-b2,GLC1-b2,Cassiope heath,30cm x 30cm,DRY SPP,E,ALL,0.0100,0.00163,1.629,6.162,,,,,,,,,
2006,8-Jul-06,Zackenberg,Goose lake Cassiope,control,GLC1-b2,GLC1-b2,Cassiope heath,30cm x 30cm,EQU ARV,P,ALL,0.0001,0.00002,0.020,7.450,,,,,,,,,
2006,8-Jul-06,Zackenberg,Goose lake Cassiope,control,GLC1-b2,GLC1-b2,Cassiope heath,30cm x 30cm,PED SPP,F,ALL,0.0002,0.00002,0.017,9.529,,,,,,,,,
2006,8-Jul-06,Zackenberg,Goose lake Cassiope,control,GLC1-b2,GLC1-b2,Cassiope heath,30cm x 30cm,SAL ARC,D,ALL,0.0005,0.00004,0.040,12.000,,,,,,,,,
